province,type,name,about,priorities,website,phone,email,address,parent_ministry,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
MB,Crown Corporation,Moving to or Around Manitoba,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/moving.html,,,,,,,,,,,,,
MB,Crown Corporation,Manitoba.ca,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.manitoba.ca/index.fr.html,,,,,,,,,,,,,
MB,Crown Corporation,Manitoba Government Inquiry,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/contact/,,,,,,,,,,,,,
MB,Crown Corporation,Service de renseignements au public,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/contact/index.fr.html,,,,,,,,,,,,,
MB,Crown Corporation,Accessibility,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/accessibility/,,,,,,,,,,,,,
MB,Crown Corporation,Privacy,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/legal/privacy.html,,,,,,,,,,,,,
MB,Crown Corporation,Departments,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/government/departments.html,,,,,,,,,,,,,
MB,Crown Corporation,Facebook,,,https://www.facebook.com/manitobagovernment,,,,,,,,,,,,,
MB,Crown Corporation,Disclaimer,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/legal/disclaimer.html,,,,,,,,,,,,,
MB,Crown Corporation,Twitter,We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center.,,https://twitter.com/mbgov,,,,,,,,,,,,,
MB,Crown Corporation,Lost Identification,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/lost_id.html,,,,,,,,,,,,,
MB,Crown Corporation,Maps,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/maps.html,,,,,,,,,,,,,
MB,Crown Corporation,Events,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/events/,,,,,,,,,,,,,
MB,Crown Corporation,Copyright,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/legal/copyright.html,,,,,,,,,,,,,
MB,Crown Corporation,YouTube,,,https://www.youtube.com/ManitobaGovernment,,,,,,,,,,,,,
MB,Crown Corporation,Manitoba.ca,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.manitoba.ca,,,,,,,,,,,,,
MB,Crown Corporation,Flickr,,,https://www.flickr.com/photos/mbgov/,,,,,,,,,,,,,
NB,Archives,Provincial Archives of New Brunswick,,,https://archives.gnb.ca/,,,,"Tourism, Heritage and Culture",,,,,,,,,
NB,Museum / Gallery,Beaverbrook Art Gallery,"Host your event in one of our fully equipped gallery spaces or pavilions. The Beaverbrook is a unique site for weddings, conferences, meetings, celebrations of life, birthday parties, and more.",,https://beaverbrookartgallery.org/,,,,"Tourism, Heritage and Culture",,,,,,,,,
NB,Museum,New Brunswick Museum,The New Brunswick Museum is building a bold new space to showcase our history. We look forward to reopening in 2028 – stay connected asthe vision takes shape!,,https://www.nbm-mnb.ca/,,,,"Tourism, Heritage and Culture",,,,,,,,,
NB,Department,Premier’s Council on Disabilities,,,https://www2.gnb.ca/content/gnb/en/departments/pcsdp.html,1-800-442-4412,,,,New Brunswick’s Disability Action Plan:,,,https://www2.gnb.ca/content/gnb/en/contacts.html,,https://twitter.com/NB_PCD?ref_src=twsrc%5Etfw,,,
NB,Department,New Brunswick Human Rights Commission,,,https://www2.gnb.ca/content/gnb/en/departments/nbhrc.html,,,,,New Brunswick Human Rights Commission,,,https://www2.gnb.ca/content/gnb/en/contacts.html,,,https://www.facebook.com/HRCNB.CDPNB,https://www.youtube.com/@nbhumanrights-droitsdelape2258,
NB,Department,New Brunswick Public Library Service,,,https://www2.gnb.ca/content/gnb/en/departments/nbpl.html,,,,,Discover New Brunswick’s Public Libraries,,,https://www2.gnb.ca/content/gnb/en/contacts.html,,,,,
NL,Independent Agency,Office of the Child and Youth Advocate,,,https://cya.nl.ca/,,,,Families,,,,,,,,,
NL,Crown Corporation,Newfoundland and Labrador Film Development Corporation,,,https://nlfdc.ca/,,,,"Tourism, Culture, Arts and Recreation",,,,,,,,,
NL,Museum / Archives / Gallery,The Rooms Corporation of Newfoundland and Labrador,"Admission fees, hours, accessibility, parking, amenities, and much more.",,https://therooms.ca/,,,,"Tourism, Culture, Arts and Recreation",,,,,,,,,
NL,Crown Corporation,Newfoundland and Labrador Hydro,"Ever wonder what happens behind the scenes, before you flip a switch at home or work?",,https://nlhydro.com/,,,,"Industry, Energy and Technology",,,,,,,,,
NL,Crown Agency,Newfoundland and Labrador English School District,,,https://www.nlesd.ca/,,,,Education,,,,,,,,,
NL,Independent Agency,Office of the Citizens' Representative,,,https://citizensrep.nl.ca/,,,,Justice and Public Safety,,,,,,,,,
NL,Crown Corporation,Newfoundland and Labrador Liquor Corporation,"PO. Box 8750, Station A90 Kenmount RoadSt. John's, NL A1B 3V1",,https://www.nlliquor.com/,(709) 724-1100,,,Finance,,,,,,,,,
NL,Crown Agency,Newfoundland and Labrador Tourism,"There are places on this earth that continue to live inside of you long after you’ve travelled on. Places where you’ll find yourself among the friendliest of unfamiliar faces, some of whom may become lifelong friends. Why not start your visit in one of our most popular places?",,https://www.newfoundlandlabrador.com/,1 800 563 6353,welcomedesk@newfoundlandlabrador.com,,"Tourism, Culture, Arts and Recreation",,,,,,,,,
NL,Commission,Human Rights Commission of Newfoundland and Labrador,The Newfoundland and Labrador Human Rights Commission is a free service that is available to people in Newfoundland and Labrador. Our office does two main things:,,https://thinkhumanrights.ca/,709-729-2709,humanrights@gov.nl.ca,,Justice and Public Safety,,,,,,,,,
NL,Crown Corporation,College of the North Atlantic,"Diploma in Business Administration (Human Resources Management), St. John's, NL Canada",,https://www.cna.nl.ca/,1-888-982-2268,,,"Advanced Education, Skills and Labour",,,,,,,,,
NL,Archives,Newfoundland and Labrador Archives,,,https://therooms.ca/provincial-archives/,,,,"Tourism, Culture, Arts and Recreation",,,,,,,,,
NL,Independent Agency,Privacy Commissioner of Newfoundland and Labrador,Warning:It seems JavaScript is either disabled or not supported by your browser. Please enable JavaScript to improve your experience.,,https://oipc.nl.ca/,,,,Justice and Public Safety,,,,,,,,,
NL,Agency,Legal Aid Commission,Legal Aid provides a range of legal services to low income individuals in Newfoundland and Labrador in the areas of family and criminal law.,,https://legalaid.nl.ca/,1-800-563-9911,nlac@legalaid.nl.ca,,Justice and Public Safety,,,,,,,,,
NL,Crown Corporation,Newfoundland and Labrador Housing Corporation,"NLHC’s homeowner support programs are being improved to give more money to low-income homeowners who need repairs to their homes, and to reduce the unnecessary steps needed to do it. Homeowner suppo...",,https://nlhc.nl.ca/,1-833-724-2444,,,Housing,,,,,,,,,
NL,Agency,Newfoundland and Labrador Arts Council,,,https://nlac.ca/,,,,"Tourism, Culture, Arts and Recreation",,,,,,,,,
NL,Department,Access to Information and Protection of Privacy Office,The Access to Information and Protection of Privacy Office oversees the implementation and coordination of the Access to Information and Protection of Privacy Act. This legislation is designed to create a culture of openness and accountability in the public sector while protecting the personal information of citizens and commercially sensitive information of businesses.,,https://www.gov.nl.ca/atipp/,(709) 729-7072,municipalatipp@gov.nl.ca,,,Other Training,(709) 729-7072,atippoffice@gov.nl.ca,https://www.gov.nl.ca/atipp/coordinators/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
NL,Department,Energy and Mines,,,https://www.gov.nl.ca/iet/,1-709-729-3017,EMMinister@gov.nl.ca,,,Hydrogen Development Action Plan,709-729-3017,EMMinister@gov.nl.ca,https://www.gov.nl.ca/em/department/contact/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
NL,Department,"Environment, Conservation and Climate Change","The Department of Environment, Conservation and Climate Change supports environmental protection and enhancement through the implementation of water resource and pollution prevention regulations and policies, as well as conducting environmental assessments. The Department develops strategy and programs related to climate adaptation and mitigation, and net zero carbon emissions, while supporting a green transition and improved energy efficiency. Additionally, the Department works with employers, employees and unions to foster positive employment relations conditions.",,https://www.gov.nl.ca/ecc,,ECCInfo@gov.nl.ca,,,Climate Change Adaptation Cost-Benefit Analysis Tool,(709) 729-2563,water@gov.nl.ca,https://www.gov.nl.ca/eccc/department/contact/wrmd/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
NL,Department,Fisheries and Aquaculture,,,https://www.gov.nl.ca/fisheries/,,,,,Fish Processing Licensing Applications,(709) 729-3705,faminister@gov.nl.ca,https://www.gov.nl.ca/fisheries/department/contactfa/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
NL,Department,Education and Early Childhood Development,The Department of Education and Early Childhood Development provides leadership and direction with respect to early childhood development and regulated child care; the K-12 education system: public libraries; and post-secondary education.,,http://www.gov.nl.ca/education,1.709.729.5097,education@gov.nl.ca,,,Teaching Awards / Prix de l’enseignement,1.709.729.5097,education@gov.nl.ca,https://www.gov.nl.ca/education/k12/teaching/leave/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
NL,Department,Executive Council,"The Office of the Executive Council is responsible for the overall operations of Government of Newfoundland and Labrador, decision-making, planning, formulation of policy and the general development of Government of Newfoundland and Labrador and all its resources.",,https://www.gov.nl.ca/exec/,,info@gov.nl.ca,,,Violence Prevention Initiative,,info@gov.nl.ca,https://www.gov.nl.ca/exec/cabinet/expenseclaims/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
NL,Department,"Jobs, Growth and Rural Development","TheDepartment of Jobs, Growth and Rural Developmenthas a mandate to ensure the province has skilled workers for a fast-growing economy. This includes creating a climate which is conducive to economic growth, competitiveness and prosperity. This will be achieved through a spectrum of programs, services, and supports.",,https://www.gov.nl.ca/ipgs,1.709.729.2480,,,,Employment Centres,(709) 729-3580,JGRDMinister@gov.nl.ca,https://www.gov.nl.ca/jgrd/department/minister/,,https://twitter.com/GovNL,https://www.facebook.com/GovNL,https://www.youtube.com/user/GovNL,https://www.instagram.com/govnlsocial/
